snapshot_id,snapshot_taken_date,stay_date,hotel_id,adr,occupancy_direct,revpar,rooms_sold,capacity_count,total_revenue,total_room_revenue,total_other_revenue,room_rate_total,taxes_total,fees_total,misc_income,adults_count,children_count,room_guest_count,blocked_rooms_count,out_of_service_rooms_count
90000100246,2024-09-02,2024-09-02,900001,108.24,0.76,82.11,68,90,7360.32,7360.32,0,7360.32,220.81,0,0,77,15,92,0,0
90000100247,2024-09-03,2024-09-03,900001,107.69,0.91,97.8,82,90,8830.58,8830.58,0,8830.58,264.92,0,0,90,15,105,0,0
90000100248,2024-09-04,2024-09-04,900001,79.02,0.8,62.86,72,90,5689.44,5689.44,0,5689.44,170.68,0,0,82,9,91,0,0
90000100249,2024-09-05,2024-09-05,900001,108.36,0.78,84.43,70,90,7585.2,7585.2,0,7585.2,227.56,0,0,80,13,93,0,0
90000100250,2024-09-06,2024-09-06,900001,105.72,0.74,77.82,66,90,6977.52,6977.52,0,6977.52,209.33,0,0,76,6,82,0,0
90000100251,2024-09-07,2024-09-07,900001,83.13,0.99,82.3,89,90,7398.57,7398.57,0,7398.57,221.96,0,0,102,16,118,0,0
90000100252,2024-09-08,2024-09-08,900001,100.98,0.85,85.63,76,90,7674.48,7674.48,0,7674.48,230.23,0,0,82,11,93,0,0
90000100253,2024-09-09,2024-09-09,900001,90.46,0.83,75.36,75,90,6784.5,6784.5,0,6784.5,203.53,0,0,88,17,105,0,0
90000100254,2024-09-10,2024-09-10,900001,102.65,0.92,94.73,83,90,8519.95,8519.95,0,8519.95,255.6,0,0,92,16,108,0,0
90000100255,2024-09-11,2024-09-11,900001,83.43,0.81,67.69,73,90,6090.39,6090.39,0,6090.39,182.71,0,0,84,6,90,0,0
90000100256,2024-09-12,2024-09-12,900001,91.24,0.98,89.22,88,90,8029.12,8029.12,0,8029.12,240.87,0,0,96,12,108,0,0
90000100257,2024-09-13,2024-09-13,900001,95.14,0.76,71.85,68,90,6469.52,6469.52,0,6469.52,194.09,0,0,77,14,91,1,0
90000100258,2024-09-14,2024-09-14,900001,86.67,0.88,76.57,80,90,6933.6,6933.6,0,6933.6,208.01,0,0,90,18,108,0,0
90000100259,2024-09-15,2024-09-15,900001,105.4,0.76,80.3,69,90,7272.6,7272.6,0,7272.6,218.18,0,0,78,9,87,0,0
90000100260,2024-09-16,2024-09-16,900001,86.26,0.68,58.8,61,90,5261.86,5261.86,0,5261.86,157.86,0,0,71,8,79,0,0
90000100261,2024-09-17,2024-09-17,900001,87.8,0.85,74.3,76,90,6672.8,6672.8,0,6672.8,200.18,0,0,80,11,91,0,0
90000100262,2024-09-18,2024-09-18,900001,86.47,0.69,59.9,62,90,5361.14,5361.14,0,5361.14,160.83,0,0,72,8,80,0,0
90000100263,2024-09-19,2024-09-19,900001,110.0,0.68,74.58,61,90,6710.0,6710.0,0,6710.0,201.3,0,0,70,14,84,1,0
90000100264,2024-09-20,2024-09-20,900001,85.98,0.94,81.06,85,90,7308.3,7308.3,0,7308.3,219.25,0,0,103,12,115,0,0
90000100265,2024-09-21,2024-09-21,900001,94.69,0.99,93.74,89,90,8427.41,8427.41,0,8427.41,252.82,0,0,99,11,110,0,0
90000100266,2024-09-22,2024-09-22,900001,100.62,0.71,71.01,64,90,6439.68,6439.68,0,6439.68,193.19,0,0,73,15,88,0,0
90000100267,2024-09-23,2024-09-23,900001,89.91,0.8,72.35,72,90,6473.52,6473.52,0,6473.52,194.21,0,0,78,7,85,0,0
90000100268,2024-09-24,2024-09-24,900001,110.0,0.94,103.21,84,90,9240.0,9240.0,0,9240.0,277.2,0,0,95,7,102,0,0
90000100269,2024-09-25,2024-09-25,900001,83.38,0.67,56.14,61,90,5086.18,5086.18,0,5086.18,152.59,0,0,68,12,80,0,0
90000100270,2024-09-26,2024-09-26,900001,86.5,0.99,85.64,89,90,7698.5,7698.5,0,7698.5,230.95,0,0,96,17,113,0,0
90000100271,2024-09-27,2024-09-27,900001,106.57,0.9,95.53,81,90,8632.17,8632.17,0,8632.17,258.97,0,0,92,17,109,0,0
90000100272,2024-09-28,2024-09-28,900001,89.04,0.87,77.36,78,90,6945.12,6945.12,0,6945.12,208.35,0,0,81,14,95,0,0
90000100273,2024-09-29,2024-09-29,900001,78.51,0.86,67.67,78,90,6123.78,6123.78,0,6123.78,183.71,0,0,88,16,104,0,0
90000100274,2024-09-30,2024-09-30,900001,82.22,0.84,69.03,76,90,6248.72,6248.72,0,6248.72,187.46,0,0,86,11,97,0,0
90000100275,2024-10-01,2024-10-01,900001,102.73,0.73,75.06,66,90,6780.18,6780.18,0,6780.18,203.41,0,0,77,10,87,0,0
90000100276,2024-10-02,2024-10-02,900001,93.93,0.89,83.56,80,90,7514.4,7514.4,0,7514.4,225.43,0,0,87,14,101,0,0
90000100277,2024-10-03,2024-10-03,900001,95.75,0.99,94.79,89,90,8521.75,8521.75,0,8521.75,255.65,0,0,102,18,120,0,0
90000100278,2024-10-04,2024-10-04,900001,99.91,0.85,84.48,76,90,7593.16,7593.16,0,7593.16,227.79,0,0,89,10,99,0,0
90000100279,2024-10-05,2024-10-05,900001,105.67,0.71,75.39,64,90,6762.88,6762.88,0,6762.88,202.89,0,0,73,7,80,0,0
90000100280,2024-10-06,2024-10-06,900001,105.51,0.81,85.01,73,90,7702.23,7702.23,0,7702.23,231.07,0,0,84,10,94,0,0
90000100281,2024-10-07,2024-10-07,900001,105.15,0.81,85.2,73,90,7675.95,7675.95,0,7675.95,230.28,0,0,78,10,88,0,0
90000100282,2024-10-08,2024-10-08,900001,90.17,0.54,48.33,48,90,4328.16,4328.16,0,4328.16,129.84,0,0,50,4,54,0,0
90000100283,2024-10-09,2024-10-09,900001,71.36,0.73,52.18,66,90,4709.76,4709.76,0,4709.76,141.29,0,0,71,6,77,0,0
90000100284,2024-10-10,2024-10-10,900001,90.52,0.84,75.66,75,90,6789.0,6789.0,0,6789.0,203.67,0,0,85,14,99,0,0
90000100285,2024-10-11,2024-10-11,900001,106.76,0.99,105.69,89,90,9501.64,9501.64,0,9501.64,285.05,0,0,99,11,110,0,0
90000100286,2024-10-12,2024-10-12,900001,87.62,0.99,86.35,89,90,7798.18,7798.18,0,7798.18,233.95,0,0,96,15,111,0,0
90000100287,2024-10-13,2024-10-13,900001,70.41,0.58,41.05,52,90,3661.32,3661.32,0,3661.32,109.84,0,0,57,5,62,0,0
90000100288,2024-10-14,2024-10-14,900001,83.61,0.55,45.85,49,90,4096.89,4096.89,0,4096.89,122.91,0,0,53,7,60,0,0
90000100289,2024-10-15,2024-10-15,900001,76.47,0.83,63.26,74,90,5658.78,5658.78,0,5658.78,169.76,0,0,79,9,88,0,0
90000100290,2024-10-16,2024-10-16,900001,96.35,0.75,72.26,67,90,6455.45,6455.45,0,6455.45,193.66,0,0,72,10,82,0,0
90000100291,2024-10-17,2024-10-17,900001,72.67,0.55,40.28,50,90,3633.5,3633.5,0,3633.5,109.0,0,0,58,6,64,0,0
90000100292,2024-10-18,2024-10-18,900001,101.98,0.87,89.21,79,90,8056.42,8056.42,0,8056.42,241.69,0,0,88,18,106,0,0
90000100293,2024-10-19,2024-10-19,900001,91.38,0.62,56.63,56,90,5117.28,5117.28,0,5117.28,153.52,0,0,67,3,70,0,0
90000100294,2024-10-20,2024-10-20,900001,88.39,0.82,72.2,74,90,6540.86,6540.86,0,6540.86,196.23,0,0,83,10,93,0,0
90000100295,2024-10-21,2024-10-21,900001,87.95,0.75,66.19,68,90,5980.6,5980.6,0,5980.6,179.42,0,0,77,13,90,0,0
90000100296,2024-10-22,2024-10-22,900001,99.59,0.55,55.21,50,90,4979.5,4979.5,0,4979.5,149.38,0,0,55,7,62,0,0
90000100297,2024-10-23,2024-10-23,900001,107.23,0.72,77.33,65,90,6969.95,6969.95,0,6969.95,209.1,0,0,72,13,85,0,0
90000100298,2024-10-24,2024-10-24,900001,70.63,0.8,56.48,72,90,5085.36,5085.36,0,5085.36,152.56,0,0,84,16,100,0,0
90000100299,2024-10-25,2024-10-25,900001,94.66,0.65,62.0,59,90,5584.94,5584.94,0,5584.94,167.55,0,0,71,7,78,0,0
90000100300,2024-10-26,2024-10-26,900001,97.48,0.66,64.39,59,90,5751.32,5751.32,0,5751.32,172.54,0,0,64,9,73,0,0
90000100301,2024-10-27,2024-10-27,900001,106.96,0.85,91.02,77,90,8235.92,8235.92,0,8235.92,247.08,0,0,91,13,104,0,0
90000100302,2024-10-28,2024-10-28,900001,91.55,0.74,67.84,67,90,6133.85,6133.85,0,6133.85,184.02,0,0,73,11,84,0,0
90000100303,2024-10-29,2024-10-29,900001,102.26,0.83,84.6,74,90,7567.24,7567.24,0,7567.24,227.02,0,0,86,8,94,0,0
90000100304,2024-10-30,2024-10-30,900001,97.85,0.73,71.74,66,90,6458.1,6458.1,0,6458.1,193.74,0,0,74,12,86,0,0
90000100305,2024-10-31,2024-10-31,900001,89.62,0.84,74.91,75,90,6721.5,6721.5,0,6721.5,201.64,0,0,85,13,98,0,0
90000100306,2024-11-01,2024-11-01,900001,104.91,0.65,67.94,58,90,6084.78,6084.78,0,6084.78,182.54,0,0,62,12,74,0,0
90000100307,2024-11-02,2024-11-02,900001,75.63,0.97,73.43,87,90,6579.81,6579.81,0,6579.81,197.39,0,0,99,10,109,0,0
90000100308,2024-11-03,2024-11-03,900001,85.19,0.87,73.79,78,90,6644.82,6644.82,0,6644.82,199.34,0,0,82,8,90,0,0
90000100309,2024-11-04,2024-11-04,900001,88.28,0.54,47.32,48,90,4237.44,4237.44,0,4237.44,127.12,0,0,55,6,61,0,0
90000100310,2024-11-05,2024-11-05,900001,80.58,0.52,41.6,46,90,3706.68,3706.68,0,3706.68,111.2,0,0,49,11,60,0,0
90000100311,2024-11-06,2024-11-06,900001,92.62,0.61,56.19,55,90,5094.1,5094.1,0,5094.1,152.82,0,0,58,6,64,0,0
90000100312,2024-11-07,2024-11-07,900001,78.34,0.6,46.83,54,90,4230.36,4230.36,0,4230.36,126.91,0,0,57,7,64,1,0
90000100313,2024-11-08,2024-11-08,900001,97.19,0.7,67.74,63,90,6122.97,6122.97,0,6122.97,183.69,0,0,72,6,78,0,0
90000100314,2024-11-09,2024-11-09,900001,85.5,0.65,55.52,58,90,4959.0,4959.0,0,4959.0,148.77,0,0,63,6,69,0,0
90000100315,2024-11-10,2024-11-10,900001,73.51,0.79,58.27,71,90,5219.21,5219.21,0,5219.21,156.58,0,0,78,17,95,0,0
90000100316,2024-11-11,2024-11-11,900001,83.05,0.57,47.09,51,90,4235.55,4235.55,0,4235.55,127.07,0,0,55,6,61,0,0
90000100317,2024-11-12,2024-11-12,900001,72.1,0.62,44.4,55,90,3965.5,3965.5,0,3965.5,118.96,0,0,57,9,66,0,0
90000100318,2024-11-13,2024-11-13,900001,89.64,0.75,67.07,67,90,6005.88,6005.88,0,6005.88,180.18,0,0,76,9,85,0,0
90000100319,2024-11-14,2024-11-14,900001,85.81,0.52,44.32,46,90,3947.26,3947.26,0,3947.26,118.42,0,0,53,6,59,0,0
90000100320,2024-11-15,2024-11-15,900001,110.0,0.66,72.15,59,90,6490.0,6490.0,0,6490.0,194.7,0,0,64,13,77,0,0
90000100321,2024-11-16,2024-11-16,900001,90.9,0.68,61.83,61,90,5544.9,5544.9,0,5544.9,166.35,0,0,70,6,76,0,0
90000100322,2024-11-17,2024-11-17,900001,95.41,0.87,83.36,79,90,7537.39,7537.39,0,7537.39,226.12,0,0,87,10,97,0,0
90000100323,2024-11-18,2024-11-18,900001,81.99,0.55,45.05,49,90,4017.51,4017.51,0,4017.51,120.53,0,0,56,10,66,0,0
90000100324,2024-11-19,2024-11-19,900001,77.56,0.81,62.45,72,90,5584.32,5584.32,0,5584.32,167.53,0,0,77,12,89,0,0
90000100325,2024-11-20,2024-11-20,900001,92.79,0.64,59.12,57,90,5289.03,5289.03,0,5289.03,158.67,0,0,60,9,69,0,0
90000100326,2024-11-21,2024-11-21,900001,106.61,0.67,71.85,61,90,6503.21,6503.21,0,6503.21,195.1,0,0,63,7,70,0,0
90000100327,2024-11-22,2024-11-22,900001,110.0,0.86,94.67,77,90,8470.0,8470.0,0,8470.0,254.1,0,0,94,14,108,1,0
90000100328,2024-11-23,2024-11-23,900001,86.52,0.67,58.1,60,90,5191.2,5191.2,0,5191.2,155.74,0,0,65,9,74,0,0
90000100329,2024-11-24,2024-11-24,900001,99.21,0.59,58.24,53,90,5258.13,5258.13,0,5258.13,157.74,0,0,57,8,65,0,0
90000100330,2024-11-25,2024-11-25,900001,71.66,0.52,37.04,47,90,3368.02,3368.02,0,3368.02,101.04,0,0,53,6,59,0,0
90000100331,2024-11-26,2024-11-26,900001,82.73,0.63,52.45,57,90,4715.61,4715.61,0,4715.61,141.47,0,0,65,4,69,0,0
90000100332,2024-11-27,2024-11-27,900001,103.53,0.74,76.93,67,90,6936.51,6936.51,0,6936.51,208.1,0,0,76,11,87,0,0
90000100333,2024-11-28,2024-11-28,900001,77.54,0.88,68.09,79,90,6125.66,6125.66,0,6125.66,183.77,0,0,90,17,107,0,0
90000100334,2024-11-29,2024-11-29,900001,101.44,0.74,75.07,67,90,6796.48,6796.48,0,6796.48,203.89,0,0,80,9,89,0,0
90000100335,2024-11-30,2024-11-30,900001,110.0,0.93,102.56,84,90,9240.0,9240.0,0,9240.0,277.2,0,0,98,10,108,0,0
90000100336,2024-12-01,2024-12-01,900001,92.91,0.97,90.03,87,90,8083.17,8083.17,0,8083.17,242.5,0,0,97,15,112,0,0
90000100337,2024-12-02,2024-12-02,900001,92.18,0.87,79.85,78,90,7190.04,7190.04,0,7190.04,215.7,0,0,89,15,104,0,0
90000100338,2024-12-03,2024-12-03,900001,87.73,0.79,68.93,71,90,6228.83,6228.83,0,6228.83,186.86,0,0,81,13,94,0,0
90000100339,2024-12-04,2024-12-04,900001,110.0,0.69,76.34,62,90,6820.0,6820.0,0,6820.0,204.6,0,0,72,11,83,0,0
90000100340,2024-12-05,2024-12-05,900001,109.17,0.91,99.26,82,90,8951.94,8951.94,0,8951.94,268.56,0,0,94,16,110,0,0
90000100341,2024-12-06,2024-12-06,900001,110.0,0.75,82.62,68,90,7480.0,7480.0,0,7480.0,224.4,0,0,75,12,87,0,0
90000100342,2024-12-07,2024-12-07,900001,110.0,0.97,107.15,88,90,9680.0,9680.0,0,9680.0,290.4,0,0,101,9,110,0,0
90000100343,2024-12-08,2024-12-08,900001,110.0,0.76,83.76,69,90,7590.0,7590.0,0,7590.0,227.7,0,0,72,10,82,0,0
90000100344,2024-12-09,2024-12-09,900001,109.26,0.83,90.86,75,90,8194.5,8194.5,0,8194.5,245.83,0,0,85,12,97,0,0
90000100345,2024-12-10,2024-12-10,900001,88.92,0.87,77.62,79,90,7024.68,7024.68,0,7024.68,210.74,0,0,87,8,95,0,0
90000100346,2024-12-11,2024-12-11,900001,91.43,0.99,90.52,89,90,8137.27,8137.27,0,8137.27,244.12,0,0,97,18,115,0,1
90000100347,2024-12-12,2024-12-12,900001,110.0,0.81,89.05,73,90,8030.0,8030.0,0,8030.0,240.9,0,0,80,16,96,1,1
90000100348,2024-12-13,2024-12-13,900001,110.0,0.97,107.17,88,90,9680.0,9680.0,0,9680.0,290.4,0,0,102,16,118,0,0
90000100349,2024-12-14,2024-12-14,900001,105.66,0.7,74.06,63,90,6656.58,6656.58,0,6656.58,199.7,0,0,66,8,74,0,0
90000100350,2024-12-15,2024-12-15,900001,104.21,0.77,80.73,70,90,7294.7,7294.7,0,7294.7,218.84,0,0,82,10,92,1,0
90000100351,2024-12-16,2024-12-16,900001,80.73,0.98,79.26,88,90,7104.24,7104.24,0,7104.24,213.13,0,0,99,13,112,0,0
90000100352,2024-12-17,2024-12-17,900001,88.41,0.94,83.54,85,90,7514.85,7514.85,0,7514.85,225.45,0,0,90,7,97,0,0
90000100353,2024-12-18,2024-12-18,900001,88.51,0.99,87.62,89,90,7877.39,7877.39,0,7877.39,236.32,0,0,100,18,118,0,0
90000100354,2024-12-19,2024-12-19,900001,108.62,0.64,69.69,58,90,6299.96,6299.96,0,6299.96,189.0,0,0,67,6,73,0,0
90000100355,2024-12-20,2024-12-20,900001,108.93,0.98,107.02,88,90,9585.84,9585.84,0,9585.84,287.58,0,0,106,7,113,1,0
90000100356,2024-12-21,2024-12-21,900001,97.77,0.71,69.43,64,90,6257.28,6257.28,0,6257.28,187.72,0,0,75,9,84,0,0
90000100357,2024-12-22,2024-12-22,900001,78.17,0.7,54.65,63,90,4924.71,4924.71,0,4924.71,147.74,0,0,66,12,78,0,0
90000100358,2024-12-23,2024-12-23,900001,110.0,0.71,77.98,64,90,7040.0,7040.0,0,7040.0,211.2,0,0,72,8,80,0,0
90000100359,2024-12-24,2024-12-24,900001,82.55,0.78,64.52,70,90,5778.5,5778.5,0,5778.5,173.35,0,0,78,10,88,0,0
90000100360,2024-12-25,2024-12-25,900001,102.91,0.66,68.24,60,90,6174.6,6174.6,0,6174.6,185.24,0,0,66,8,74,0,0
90000100361,2024-12-26,2024-12-26,900001,89.71,0.85,76.65,77,90,6907.67,6907.67,0,6907.67,207.23,0,0,87,14,101,0,0
90000100362,2024-12-27,2024-12-27,900001,105.56,0.94,98.78,84,90,8867.04,8867.04,0,8867.04,266.01,0,0,88,13,101,0,0
90000100363,2024-12-28,2024-12-28,900001,104.8,0.86,90.21,77,90,8069.6,8069.6,0,8069.6,242.09,0,0,85,13,98,0,0
90000100364,2024-12-29,2024-12-29,900001,110.0,0.72,78.86,65,90,7150.0,7150.0,0,7150.0,214.5,0,0,74,11,85,0,0
90000100365,2024-12-30,2024-12-30,900001,94.82,0.71,67.19,64,90,6068.48,6068.48,0,6068.48,182.05,0,0,69,7,76,0,0
90000100366,2024-12-31,2024-12-31,900001,78.05,0.89,69.59,80,90,6244.0,6244.0,0,6244.0,187.32,0,0,93,14,107,0,0
90000100001,2025-01-01,2025-01-01,900001,99.44,0.87,86.52,78,90,7756.32,7756.32,0,7756.32,232.69,0,0,91,13,104,0,0
90000100002,2025-01-02,2025-01-02,900001,95.19,0.99,94.24,89,90,8471.91,8471.91,0,8471.91,254.16,0,0,99,10,109,0,0
90000100003,2025-01-03,2025-01-03,900001,91.59,0.74,67.46,66,90,6044.94,6044.94,0,6044.94,181.35,0,0,73,19,92,0,0
90000100004,2025-01-04,2025-01-04,900001,107.15,0.99,106.08,89,90,9536.35,9536.35,0,9536.35,286.09,0,0,99,15,114,0,0
90000100005,2025-01-05,2025-01-05,900001,106.87,0.72,76.78,65,90,6946.55,6946.55,0,6946.55,208.4,0,0,69,9,78,0,0
90000100006,2025-01-06,2025-01-06,900001,86.04,0.6,51.7,54,90,4646.16,4646.16,0,4646.16,139.38,0,0,62,7,69,0,0
90000100007,2025-01-07,2025-01-07,900001,71.47,0.79,56.18,71,90,5074.37,5074.37,0,5074.37,152.23,0,0,79,10,89,0,0
